time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1641170090,c82232,-43.02488708496094,172.93291668559232,34.655355012164684,275.9644871012531,-0.65024,ZKZUB   ,False,False,False,,449.58,518.1600000000001,1641169947.679,1641169947.679
1641170360,a662ca,31.155807495117188,-91.5289306640625,129.83673793682507,309.049810630819,0.32512,N510PX  ,False,False,False,2025.0,10972.8,11193.78,1641170359.63,1641170359.909
1641169650,48ae02,46.21436167571504,-70.9881591796875,208.4875946298842,212.7097426061024,0.0,LOT15K  ,False,False,False,,12184.38,11894.82,1641169649.629,1641169649.629
1641169150,8881be,20.99822480799788,105.96727960759944,182.16911682623495,165.61056784432537,5.8521600000000005,BAV1623 ,False,False,False,4133.0,3573.78,3733.8,1641169149.696,1641169149.696
1641170960,c04681,49.14664058362023,-122.97994513260691,140.7443946954921,237.99461679191648,-9.7536,ASP846  ,False,False,False,5516.0,4998.72,4754.88,1641170959.938,1641170959.991
1641169530,a16a02,37.3026123046875,-89.33947624044214,224.60179639724888,297.8563357346169,0.0,AAL601  ,False,False,False,575.0,10363.2,10332.72,1641169529.17,1641169529.972
1641169030,a8dfc7,29.25105208057468,-82.94036865234375,243.8730450102832,333.16468771642786,0.0,DAL2553 ,False,False,False,,6705.6,7002.780000000001,1641169029.962,1641169029.994
1641171580,8518ae,36.066997980667374,138.26784823803192,181.54698875866592,283.60308775140953,0.32512,JAL185  ,False,False,False,2436.0,7917.18,7802.88,1641171577.657,1641171579.936
1641168640,aae810,39.45148532673464,-80.27569580078125,186.31468568157328,178.25950359210535,7.152640000000001,SCX3075 ,False,False,False,,10043.16,10096.5,1641168639.041,1641168639.69
1641168450,c07f02,49.94868908898305,-97.22952352987755,56.166354157102994,188.42696902148063,-3.5763200000000004,WJA575  ,False,True,False,530.0,411.48,373.38,1641168449.703,1641168449.962
1641171460,c05b68,44.92114050913665,-74.63635700504955,183.58804680857125,69.83857345685182,-8.128,CGIPZ   ,False,False,False,514.0,4183.38,3939.54,1641171459.829,1641171459.927
1641171100,aa7e99,27.91220972093485,-81.30754324106067,246.9465166157701,359.4031905487708,0.0,UAL2073 ,False,False,False,2101.0,11277.6,11818.62,1641171099.607,1641171099.743
1641169970,ab81b5,,,,,,ASA1198 ,False,False,False,,,,,1641169926.124
1641169150,a5ea44,35.24344234143273,-80.31999303939494,174.7429284533523,191.37609385282715,0.0,N480TB  ,False,False,False,2007.0,12192.0,12496.8,1641169149.739,1641169149.874
1641170670,a1a889,36.54762268066406,-84.3120002746582,197.6462782943794,173.87390473783503,0.0,N206CK  ,False,False,False,4014.0,12496.8,12649.2,1641170669.982,1641170669.982
1641169470,7c009f,-31.84286499023437,116.46216430664064,121.3313747374932,285.74517849977155,-7.152640000000001,AEP     ,False,False,False,,2468.88,2575.56,1641169469.974,1641169469.974
1641169730,c1e17f,,,,,,YZTX2B  ,False,False,False,3557.0,9364.98,,,1641169729.986
1641171030,7583e7,14.120550640558791,121.04100277549342,134.83635141813872,326.6737103128848,-7.477760000000001,CEB620  ,False,False,False,4251.0,2964.1800000000003,3208.02,1641171029.82,1641171029.82
1641168270,e492e0,18.887872211003707,-65.88705721768463,172.6180027163827,289.1369354991566,0.0,PPCMC   ,False,False,False,21.0,12192.0,12755.88,1641168269.486,1641168269.649
1641169720,4d02a0,40.61494445800781,-73.36773681640625,168.6128959627193,15.39310666630364,-5.20192,LXA26B  ,False,False,False,3535.0,4831.08,4792.98,1641169719.854,1641169719.989
1641170650,a4c326,34.21087646484375,-117.08959462691324,147.59164356952945,218.34791269847423,-10.07872,N406CJ  ,False,False,False,,3627.12,3733.8,1641170649.054,1641170649.917
1641168660,ae2034,31.90997624801377,-111.08455735809947,60.33267987696672,168.6900675259798,0.0,72293   ,False,False,False,,1287.78,1341.12,1641168657.194,1641168657.36
1641169160,a1a9bc,43.551620224774894,-71.5966578892299,157.01923108431578,245.6181881231045,0.0,EJA206  ,False,False,False,3553.0,4922.52,4747.26,1641169159.726,1641169159.979
1641168680,44ccc7,43.20176696777344,-68.17208223564681,315.1224611901261,67.03476721225316,0.0,BEL52B  ,False,False,False,1660.0,11269.98,11239.500000000002,1641168515.462,1641168674.869
1641168980,a00929,38.33939891750529,-78.81884367569631,258.62210715426505,59.9158434412248,-11.70432,RPA4699 ,False,False,False,7113.0,7917.18,7985.76,1641168977.832,1641168979.694
1641171330,a19bc9,40.33305358886719,-77.44354248046875,210.93772368519103,0.6986943829834713,-0.32512,N2020   ,False,False,False,7014.0,5791.200000000001,5730.240000000001,1641171329.405,1641171329.999
1641171570,8681ae,35.36553955078125,136.59404754638672,178.3607840454086,254.44050486106323,0.0,SKY007  ,False,False,False,461.0,7315.200000000001,7216.14,1641171569.556,1641171569.655
1641168910,a3ffab,38.36733026019597,-120.87886644446333,82.44597095509897,29.124053494777428,0.32512,N357JW  ,False,False,False,,1592.5800000000002,1630.68,1641168909.519,1641168909.615
1641168730,a83862,42.66638287043167,-83.37620225063586,62.30084637393441,267.6337520085442,-3.5763200000000004,N629HG  ,False,False,False,,396.24,426.72,1641168729.998,1641168729.998
1641168890,8964a8,42.61512885659428,29.095246071039245,266.44673337014177,122.46270779816464,0.0,UAE86   ,False,False,False,3063.0,10668.0,10797.54,1641168889.859,1641168889.859
1641168980,a3649a,,,,,,ASA1066 ,False,False,False,,,,,1641168940.887
1641170970,aafd4d,,,,,,EJA807  ,False,False,False,,,,,1641170948.336
1641168830,a96157,33.05497508938029,-85.74660943478955,100.32581318534304,154.48612957246576,0.0,SIL69   ,False,False,False,,6400.8,6499.860000000001,1641168829.873,1641168829.873
1641170730,ac1172,36.1594041727357,-115.05093188996008,62.24984976535536,269.5264919412651,0.32512,N877MH  ,False,False,False,,792.48,853.44,1641170729.697,1641170729.961
1641169060,c01d7e,43.594482421875,-79.77977663971654,89.21265894483209,47.57073711069054,-1.30048,FLE121  ,False,False,False,6252.0,845.82,815.34,1641169059.811,1641169059.924
1641171110,a2f6b3,26.86097717285156,-82.60734126252947,248.11618653609116,113.58856393284935,-4.8768,ENY3602 ,False,False,False,1717.0,10287.0,10805.16,1641171109.639,1641171109.768
1641168560,adfbe1,,,,,,TEST1234,False,False,False,2342.0,2034.54,,,1641168559.54
1641168990,3991e3,41.85617065429688,27.037353515625,221.27073098392387,107.5924245621816,-14.305280000000002,AFR1390 ,False,False,False,647.0,6598.92,6812.28,1641168989.796,1641168989.959
1641168710,781ae9,37.60748291015625,119.88088404878656,190.63395572423116,264.7355787260152,-0.32512,LHA4240 ,False,False,False,134.0,9174.48,9060.18,1641168696.538,1641168702.56
1641168520,c0640d,31.086502075195312,-101.68654497931988,209.8691936816548,280.59377252854983,0.0,CGLXC   ,False,False,False,3325.0,13114.02,13388.34,1641167524.754,1641168519.714
1641169960,3c4b2d,48.85154594809322,-66.56153628700662,300.9409459569849,69.79932620670021,-0.32512,DLH431  ,False,False,False,2470.0,10668.0,10203.18,1641169959.573,1641169959.9
1641169960,a00d5b,38.14306640625,-103.00687749335106,219.98542180317665,256.613709133833,0.0,AAL341  ,False,False,False,5024.0,10980.42,11087.1,1641169959.334,1641169959.995
1641170420,abb12d,,,,,,SWA1874 ,False,False,False,,,,,1641170410.694
1641171320,a05dd8,35.33794338420286,-97.5771770071476,207.37262526261424,308.14924333822006,0.0,UAL2150 ,False,False,False,1327.0,9753.6,9883.14,1641171319.896,1641171319.929
1641170800,a0baa1,41.31483174986758,-102.3652995716442,250.25308030243232,87.52579553182956,0.32512,SKW5754 ,False,False,False,530.0,10668.0,10744.2,1641170799.272,1641170799.344
1641168090,adbb18,29.47129071769068,-98.58150706571688,52.56399383779585,356.6335393365702,-2.60096,N984ME  ,False,False,False,1203.0,320.04,441.96,1641168089.292,1641168089.73
1641171090,a2cf3b,36.617523193359375,-112.3491668701172,252.16416069568857,66.93954530647292,5.52704,AAY293  ,False,False,False,,9578.34,9753.6,1641171089.757,1641171089.757
1641171580,7583e7,14.452607752913137,120.91846666837992,72.55302056782365,60.70863782901574,0.32512,CEB620  ,False,False,False,4251.0,510.54,601.98,1641171579.941,1641171579.941
1641169900,06a0dd,-21.8895263671875,-46.0931396484375,230.26469765088163,225.09051458427925,-11.3792,QTR8147 ,False,False,False,,8488.68,9753.6,1641169895.575,1641169895.575
1641169200,3c5422,50.635528564453125,11.088674444901317,186.0332219241649,217.47198820953903,5.52704,BCS88E  ,False,False,False,6671.0,9265.92,9105.9,1641169199.526,1641169199.966
1641171340,ac72af,28.162753864870236,-80.94069536994488,231.74089153521308,343.0936488109805,0.65024,AAL1181 ,False,False,False,,11269.98,11803.38,1641171339.968,1641171339.968
1641169980,a8805b,36.87675476074219,-85.45762082363694,164.4588238429662,283.3841952209135,0.32512,N647MM  ,False,False,False,577.0,13106.4,13197.840000000002,1641169979.758,1641169979.758
1641168230,474809,47.43075942993164,19.26061248779297,,,,TXLU06  ,True,False,False,,,,1641168229.46,1641168229.46
1641170720,a0540a,36.04474601099047,-81.5418714158078,170.2428815602627,225.0,0.32512,DAL527  ,False,False,False,3532.0,10980.42,11209.02,1641170719.22,1641170719.95
1641170860,8964cf,43.65692138671875,22.61882237025669,256.47393954648595,101.80579230058906,4.55168,FDB1750 ,False,False,False,5551.0,9921.24,10126.98,1641170859.961,1641170859.991
1641170830,4cc279,38.93754959106445,-77.4561658112899,,,,ICE2B   ,True,False,False,,,,1641170829.742,1641170829.742
1641168160,c1e521,45.46171673273636,-73.74529210532585,,,,SOU148  ,True,False,False,,,,1641168107.526,1641168107.526
1641169460,c05840,41.73887608414989,-77.02802081440768,282.1578787652768,22.965403328157223,0.0,ACA927  ,False,False,False,6112.0,12496.8,12443.46,1641169459.955,1641169459.955
1641168200,a8955e,39.99423786745233,-79.5181690562855,152.69197102783454,37.333195738185815,0.0,NKS172  ,False,False,False,,2110.74,2049.78,1641168196.191,1641168199.477
1641170000,76bcca,3.2642429157838984,100.98040876717404,230.28538485735652,130.3791652824424,-0.32512,TGW723  ,False,False,False,,12496.8,13190.22,1641169999.419,1641169999.929
1641168020,a82c8c,34.05193781448623,-81.83664321899414,211.98900841892367,24.823696302558005,0.65024,PDT6239 ,False,False,False,,3977.64,4076.7,1641168019.04,1641168019.89
1641168970,846538,35.515411376953125,139.80073928833008,60.363377953395286,330.3762512488262,-3.5763200000000004,ANA692  ,False,False,False,3470.0,99.06,182.88,1641168878.085,1641168887.341
1641169720,a4b5d2,38.39341735839844,-76.33931910738028,161.9453043144203,223.32666662552907,0.0,UAL1992 ,False,False,False,2606.0,3055.6200000000003,3063.24,1641169719.954,1641169719.998
1641169050,a90bdb,40.165283203125,-76.1947021484375,161.6369621970975,238.53585636913425,0.32512,NKS917  ,False,False,False,6627.0,9768.84,9814.56,1641169049.65,1641169049.998
1641171560,c815a9,-35.98315740035753,174.4329119743185,51.46754477359712,178.28164199834455,-1.30048,ZKTZK   ,False,False,False,,579.12,662.94,1641171559.822,1641171559.822
1641170630,aa4200,32.76942366260593,-97.15030592315048,125.66025273490196,165.05347317571665,-10.72896,SKW3187 ,False,False,False,753.0,1371.6,1432.5600000000002,1641170629.882,1641170629.947
1641170350,44029f,48.11891555786133,16.56764030456543,,,, OE LXD ,True,False,False,,,,1641170349.108,1641170349.108
1641170430,3c83e8,,,,,,TXLU10  ,True,False,False,7777.0,,,,1641170429.537
1641171210,a34230,35.5198974609375,-111.25368118286131,245.01472298095769,102.48966234094507,0.0,EJA309  ,False,False,False,,12496.8,12694.920000000002,1641171209.775,1641171209.962
1641168050,ad7701,43.40744018554688,-74.66564089752904,159.3655846004282,282.86984998801034,0.0,JBU197  ,False,False,False,3406.0,9753.6,9555.48,1641168049.696,1641168049.833
1641169140,a0b514,33.124989655058265,-111.6837606624681,59.16106,90.0,0.0,N1448Z  ,False,False,False,,1737.36,1790.7,1641169139.817,1641169139.841
1641169520,a437da,33.611846923828125,-84.63054423429526,96.10607034337842,68.65421335091024,-0.32512,DAL530  ,False,False,False,1566.0,944.88,891.54,1641169515.225,1641169519.91
1641168580,a1bc8f,41.76383972167969,-70.90495022860443,72.39051532847336,45.28791606655709,0.65024,N2105F  ,False,False,False,,982.98,853.44,1641168579.57,1641168579.841
1641168670,a64a58,28.44211384401483,-86.89781637752759,227.1035747655284,108.35286323508144,0.32512,LAK504  ,False,False,False,2362.0,11887.2,12374.88,1641168521.546,1641168523.178
1641170660,a12543,41.75875854492188,-72.12574351917613,178.07566559107582,11.66701202916854,-0.32512,PEG73   ,False,False,False,2225.0,3360.42,3230.88,1641170652.959,1641170659.383
1641170390,8a05ab,-6.115264892578125,106.577344991393,111.29244222405192,291.70304772974066,4.8768,,False,False,False,,769.62,815.34,1641170388.069,1641170388.069
1641168740,ac952b,40.25184631347656,-102.36114501953124,255.15851941607136,79.07520535968168,0.32512,WWI91   ,False,False,False,636.0,12496.8,12489.18,1641168739.857,1641168739.857
1641169570,abafe1,36.1539110086732,-115.15962641289892,62.8085351676125,206.7749248886456,0.65024,N852MH  ,False,False,False,,853.44,922.02,1641169569.695,1641169569.948
1641169240,abdce1,33.36708068847656,-111.85845336914062,125.61074971446531,220.01588501742128,17.55648,SWA2392 ,False,False,False,,2537.46,2606.04,1641169239.779,1641169239.889
1641168550,5113fa,59.418399810791016,24.81381225585937,,,,TXLU00  ,True,False,False,,,,1641168545.796,1641168549.939
1641168360,a3522b,40.5780029296875,-76.68853759765625,177.01209951279486,289.1721700046577,10.72896,N313CC  ,False,False,False,6644.0,8991.6,9014.46,1641168359.861,1641168359.935
1641170770,49003a,38.704856872558594,-9.00983395783794,,,,,True,False,False,,,,1641170769.4,1641170769.4
1641170440,e49369,-21.3695068359375,-45.16015070134944,237.73825971204823,19.728883988274927,0.32512,AZU9186 ,False,False,False,,11887.2,12618.72,1641169485.744,1641170439.921
1641171130,ab15ba,35.21626281738281,-80.68762954400512,171.6308855829349,63.66535956281276,13.32992,AAL1318 ,False,False,False,,2613.6600000000003,2606.0400000000004,1641171129.829,1641171129.829
1641171160,a34840,32.40445411811441,-109.82017672791773,170.01887767171758,285.80251395393555,-8.77824,EJA310  ,False,False,False,3417.0,10035.54,10279.38,1641171159.834,1641171159.834
1641171480,a1388c,34.425054000595864,-118.95938873291016,129.29851732530085,140.16524104499575,-8.45312,SKW3430 ,False,False,False,6656.0,2941.32,3009.9,1641171479.804,1641171479.838
1641168450,add376,37.29951502913136,-98.96412725033969,239.41496408702488,67.51272009020964,0.0,JBU620  ,False,False,False,573.0,10058.4,10142.22,1641168449.681,1641168449.89
1641169120,a39723,43.95277404785156,-84.55870162609013,179.49009401630929,321.7505394621789,-5.20192,EDV5031 ,False,False,False,,4351.02,4259.58,1641168886.256,1641168886.256
1641168390,adb723,41.50080793994968,-96.77371002906972,219.95173392971907,249.3184783217991,0.0,JBU19   ,False,False,True,6106.0,9761.22,9700.260000000002,1641168389.555,1641168389.686
1641169750,ad35ac,37.99370199947034,-121.21150141176967,126.95202168190994,280.03487922646644,0.0,N950LL  ,False,False,False,7446.0,3573.78,3611.88,1641169749.624,1641169749.726
1641168760,8965b2,58.32902294094279,25.56005859375,238.3630627552477,162.54269996210783,6.1772800000000005,FDB1784 ,False,False,False,5203.0,10949.94,10500.36,1641168759.898,1641168759.917
1641168500,424107,57.70637512207031,48.28302383422852,228.32158369709816,66.49628691776284,-0.32512,UTA445  ,False,False,False,,10652.76,,1641168368.674,1641168368.674
1641171550,780571,22.55067443847656,113.61281516335228,195.45690311081117,247.8905516562483,-0.32512,CSZ8911 ,False,False,False,615.0,3901.44,4122.42,1641171404.129,1641171406.109
1641171520,c82232,-43.281570693193885,172.5514657156808,29.32782031948505,232.1250163489018,0.65024,ZKZUB   ,False,False,False,,464.8200000000001,541.0200000000001,1641171519.92,1641171519.92
1641168620,acce3c,34.37850176277807,-110.5854606628418,217.4613874626164,275.1576143189825,0.0,NKS599  ,False,False,False,2372.0,10370.82,10576.56,1641168619.998,1641168619.998
1641171280,4bc845,44.61282503806938,21.178090165301068,252.5668568093159,122.9455879979606,0.0,PGT7217 ,False,False,False,7653.0,11285.22,11460.48,1641171279.461,1641171280.0
1641168320,aaffed,27.47992564055879,-80.62823955829327,247.28119613483108,341.18811069748085,7.477760000000001,DAL2146 ,False,False,False,,7810.5,8221.98,1641168316.471,1641168319.306
1641168210,ad7f3a,38.4116014383607,-101.8795046599015,204.8191451066886,302.17318186962854,0.0,SKW5055 ,False,False,False,1132.0,9753.6,9852.66,1641168209.601,1641168209.788
1641168900,a6355a,30.875885009765625,-116.1261883903952,219.69589866746972,335.9557767306322,0.0,N5BC    ,False,False,False,,10972.8,11277.6,1641168899.989,1641168899.989
1641170600,8464d2,35.04024182335805,136.5024375915527,310.08856231863376,106.48073286556232,-0.32512,ANA384  ,False,False,False,2074.0,10675.62,10690.86,1641170599.609,1641170599.843
1641168370,ad41cd,,,,,,SWA1017 ,False,False,False,,,,,1641168369.477
1641168960,424368,56.35236837096133,87.98632621765137,246.09841713149623,92.27624899869672,0.0,PBD309  ,False,False,False,,11277.6,10721.34,1641168959.758,1641168959.758
1641168220,a1b3f1,35.981574624271715,-76.47144723445808,267.4643781351745,17.807647835696425,-0.32512,JTL209  ,False,False,False,,13716.0,14013.18,1641168218.096,1641168219.771
1641169240,a338ac,33.96601867675781,-77.0777799645249,199.52602935560049,205.1775354296348,0.0,JBU2269 ,False,False,False,,10363.2,10721.34,1641169186.993,1641169186.993
1641169210,a4e8ef,40.76723777641684,-73.84703896262431,58.23905987399673,302.0053832080835,-3.5763200000000004,RPA4729 ,False,False,False,6201.0,68.58,45.72,1641169044.433,1641169051.306
1641168910,a89ab9,38.48617812334481,-121.76922607421876,47.163601939292974,76.11533231474182,-1.6256000000000002,N65330  ,False,False,False,,883.9200000000001,929.64,1641168909.726,1641168909.726
1641168690,a4fc81,35.888516700873936,-114.75476853390956,220.3178129653473,35.87983093136775,-4.55168,N420KA  ,False,False,False,,10599.42,10767.06,1641168689.849,1641168689.849
1641169190,a84a50,,,,,,EJA633  ,False,False,False,,,,,1641169109.669
1641170590,06a2e5,25.174751928297137,48.36901970629423,187.8178610716708,263.8677775023207,0.32512,QTR1423 ,False,False,False,,10972.8,11353.8,1641170502.274,1641170502.274
1641169480,abc40d,33.19979910123146,-96.43171037946428,147.45260965489538,232.3704680031787,-5.20192,SWA334  ,False,False,False,3020.0,2164.08,2209.8,1641169479.761,1641169479.936
1641168570,a5adf1,43.12546940173133,-77.66230446951732,,,,UAL1779 ,True,True,True,3626.0,,,1641168562.874,1641168564.966
1641168220,c04fe4,45.37856279793432,-74.65772675304873,179.80608951835558,256.59990837226906,9.7536,ACA423  ,False,False,False,,7307.58,6957.06,1641168219.517,1641168219.998
1641170090,86dd00,,,,,,,False,False,False,2446.0,5935.9800000000005,,,1641170088.375
1641169430,a368ab,33.963043212890625,-117.49451929209184,55.08635988766526,281.30993247402023,0.0,N319EG  ,False,False,False,,396.24,502.92,1641169425.355,1641169425.355
1641168170,aaaa64,32.99557443392479,-111.6144795320472,153.77659678429575,308.480198248343,-7.477760000000001,SWA2021 ,False,False,False,,4701.54,4853.94,1641168169.606,1641168169.789
1641170850,456002,42.68965898934057,23.413414178892623,,,,,True,False,False,,,,1641170849.042,1641170849.042
1641168130,c02015,45.45971498651019,-73.7470338402725,,,,JZA510  ,True,False,False,,,,1641168125.596,1641168129.062
1641170540,a05626,42.36918640136719,-71.02099331942475,334.87301366436145,56.21228317868412,-0.32512,UAL57   ,False,False,False,2332.0,10660.38,10652.76,1641170539.925,1641170539.925
1641170630,471f61,56.47577835341631,11.92119598388672,243.9598460879359,139.0186611560772,0.32512,WZZ1898 ,False,False,False,4506.0,11887.2,11506.2,1641170629.614,1641170629.987
1641170760,896178,26.56141662597656,50.950340414946936,194.2746528663563,289.49053050797545,0.0,UAE255  ,False,False,False,,10363.2,10660.38,1641170759.209,1641170759.209
1641169210,a15aef,47.93367547503972,-122.28614220252403,58.141276490580495,178.98602127721472,-2.60096,N187CR  ,False,False,False,5411.0,358.14000000000004,236.22000000000003,1641168973.759,1641168973.759
1641171490,a97675,33.79527282714844,-96.81006606744262,204.69700255579724,17.25094388478499,0.0,SKW3119 ,False,False,False,2374.0,7010.400000000001,7147.56,1641171488.509,1641171489.992
1641170800,a31f74,35.95201395325741,-116.0074436918218,235.3596761380909,314.73433368360327,1.95072,N300BLJB,False,False,False,,7932.42,8100.06,1641170799.908,1641170799.937
1641168790,a5bb72,27.261968063095868,-98.26810983511116,184.0940567461882,228.73876496768,0.0,N469ED  ,False,False,False,3361.0,11887.2,12344.4,1641168789.601,1641168789.998
1641169620,a3f7b8,33.81293862552966,-85.9017562866211,193.95152848104283,269.54407503832783,9.7536,DAL664  ,False,False,False,7126.0,8770.62,8930.640000000001,1641169619.648,1641169619.909
1641171430,a22778,33.9647454730535,-84.70161437988281,247.65282865156684,328.8525383562065,-0.32512,AAY2600 ,False,False,False,7666.0,10972.8,11231.88,1641171429.666,1641171429.929
1641169300,75853a,12.543966002383474,122.805031224301,223.7979223853251,143.7886455317196,0.0,APG350  ,False,False,False,4014.0,10050.78,10721.34,1641169290.188,1641169293.49
1641169230,a9327a,35.8714599609375,-115.46590805053712,253.78988220714345,50.01598428506913,0.0,,False,False,False,1333.0,11277.6,11437.62,1641169229.981,1641169229.981
1641171220,a09590,44.62664794921875,-120.21743774414062,220.2216935026429,149.5412412678249,0.32512,DAL1712 ,False,False,False,6617.0,11269.98,11132.820000000002,1641171219.567,1641171219.567
1641169610,740734,32.16983083951271,33.12484429807079,206.2015795210836,332.0284154186186,0.32512,RJA407  ,False,False,False,773.0,10355.58,,1641168901.417,1641169609.932
1641169410,c028cd,52.83921063956568,-114.74717494419642,182.2105165052533,235.81640233535308,10.07872,WSW207  ,False,False,False,,8801.1,8420.1,1641169409.752,1641169409.752
1641168710,ad6b08,33.57115173339844,-117.90958949497768,61.23828667473577,121.9543629370514,-0.32512,N964AF  ,False,False,False,4640.0,1615.44,1645.92,1641168709.643,1641168709.789
1641168760,346317,44.4493801310911,8.426111733041159,251.7266539309867,45.0,-4.8768,LAV5002 ,False,False,False,6362.0,9700.26,9974.58,1641168759.817,1641168759.957
1641169960,c05f01,45.46126284841763,-73.74616297279914,,,,JZA45   ,True,False,False,,,,1641169770.034,1641169770.034
1641171490,aa6db8,34.78912353515625,-94.50843032525512,247.8899540248832,35.96617864844093,0.0,TWY70   ,False,False,False,1352.0,12496.8,12588.240000000002,1641171484.889,1641171489.968
1641169960,a19245,26.41001555879237,-80.44126070462738,117.0447721796916,14.769198530291634,0.32512,N200CR  ,False,False,False,,1470.66,1546.86,1641169952.946,1641169952.946
1641168510,88809e,34.560791015625,135.37588936941964,79.90956535855648,191.888658039628,-0.32512,HVN5320 ,False,False,False,3172.0,525.78,601.98,1641168508.595,1641168509.78
1641168950,a009a4,41.50788388009799,-91.6981541833212,217.29885592240663,254.4831499054389,0.0,AAL306  ,False,False,False,2336.0,10363.2,10241.28,1641168949.841,1641168949.95
1641168240,a25d36,36.83171081542969,-119.60002899169922,222.77563663634407,180.7938860894754,0.0,SWA2388 ,False,False,False,7100.0,9448.8,9585.96,1641168239.681,1641168239.681
1641170560,ab0040,34.18903415485964,-118.47301483154295,61.3419194438489,191.12146019489032,-4.22656,N808GW  ,False,False,False,,396.24,464.8200000000001,1641170512.451,1641170512.451
1641169240,a78eaf,32.7930908203125,-83.37485961914064,267.49900795194577,19.550054325048063,0.65024,UWD61   ,False,False,False,1502.0,13106.4,13449.3,1641169239.884,1641169239.884
1641168650,424294,52.447333901615465,40.25728062220983,270.15021435453576,149.18593817503458,0.0,UTA559  ,False,False,False,2137.0,10660.38,,1641168649.465,1641168649.805
1641169570,4a7c24,44.5008544921875,26.067221505301337,,,,,True,False,False,,,,1641169569.135,1641169569.135
1641169630,7504c9,1.48956298828125,103.5563840704449,40.96214922000846,295.277722235553,3.90144,9MMIN   ,False,False,False,757.0,426.72,426.72,1641169627.744,1641169628.327
1641169600,a1e54f,41.76287841796875,-87.42813803932881,100.60636064040048,335.53179817087727,0.0,LKF16   ,False,False,False,5313.0,815.34,830.58,1641169599.435,1641169599.881
1641171090,a1d059,37.85952758789063,-78.11916270154586,169.08311643217485,219.9394916419491,4.55168,FFT1243 ,False,False,False,7065.0,10805.16,10965.18,1641171089.933,1641171089.998
1641171210,a06e11,31.50970458984375,-89.64100557215073,197.08845815059323,219.17365797044425,-5.52704,DAL2969 ,False,False,False,6664.0,8450.58,8572.5,1641171209.736,1641171209.736
1641170020,a4491a,38.89778137207031,-77.46042002802307,74.5961539237348,0.3951370425074882,-3.5763200000000004,UAL2064 ,False,False,False,7024.0,350.52000000000004,320.04,1641170017.474,1641170018.01
1641169720,c042ef,45.46548843383789,-73.74554770333427,,,,JZA825  ,True,False,False,,,,1641169615.635,1641169616.851
1641171080,ab8019,37.490753173828125,-122.22558853474068,64.06015662939653,316.9525090493996,-4.22656,N840CP  ,False,False,False,4601.0,121.92,160.02,1641171079.433,1641171079.984
1641169170,7c2fb5,-32.20409328654665,150.17817283163265,98.21704705399772,351.86989764584405,0.0,JPJ     ,False,False,False,1561.0,3063.24,3169.92,1641169050.407,1641169050.915
1641171570,0d0d6d,30.49896240234375,-114.53284768497244,255.44825474112892,133.5311992856142,0.0,VOI592  ,False,False,False,,11887.2,12237.72,1641171511.952,1641171515.764
1641170150,a32a88,42.13857359805349,-91.39756313590112,201.8987895027417,304.0949779547656,0.0,ASA39   ,False,False,False,6207.0,10363.2,10210.8,1641170149.48,1641170149.7
1641171250,a917b1,,,197.138807147054,233.4889438805047,0.32512,TIV685  ,False,False,False,,,,,1641171075.836
1641169390,a35be4,,,,,,,False,False,False,2703.0,335.28000000000003,,,1641169389.899
1641170390,899088,,,69.14441224959425,70.8910142790935,-3.90144,,False,False,False,2640.0,,,,1641170389.859
1641168960,c1e443,45.462822348384535,-73.75224229766104,,,,PER40   ,True,False,False,,,,1641168721.552,1641168721.552
1641168070,acd187,37.893800897113344,-113.53205805239467,249.84930307052065,33.068378726438,0.0,N925JB  ,False,False,False,2445.0,12496.8,12626.340000000002,1641168069.901,1641168069.902
1641169050,a1fcfb,29.831511933924787,-81.59163531135113,252.62605349731817,5.257809168954704,0.0,N227WE  ,False,False,False,7635.0,9448.8,9906.000000000002,1641169048.74,1641169048.979
1641170720,78131d,56.08135986328125,45.94823663884943,261.165845477688,92.93567344642118,0.0,CBJ130  ,False,False,False,2310.0,11887.2,11285.22,1641170719.571,1641170719.571
1641168420,a05a68,39.77763030488613,-105.23016357421876,180.07377206269769,254.93151184050777,7.152640000000001,UCA4306 ,False,False,False,,4747.26,4823.46,1641168419.599,1641168419.977
1641169330,00fef4,,,,,,TXLU 1  ,False,False,False,,,,,1641169324.43
1641170530,a11e7a,41.89733990168167,-88.10907408248545,60.365570075777335,287.35402463626133,-2.60096,N171SF  ,False,False,False,1200.0,396.24,419.1,1641170529.718,1641170529.945
1641170780,a67587,45.2445854574947,-99.04630335365852,113.206905999196,58.18780992130557,-6.502400000000001,N515RP  ,False,False,False,,3596.6400000000003,3634.74,1641170565.547,1641170565.547
1641168940,a4bf41,38.89558410644531,-92.9381262737772,221.027797850702,261.56814517828275,0.0,AAL2188 ,False,False,False,2445.0,10363.2,10317.48,1641168939.227,1641168939.499
1641171040,4cc088,63.977027893066406,-21.634245652418883,,,,,True,False,False,,,,1641171039.327,1641171039.327
1641170550,ace41b,34.68452453613281,-114.5713712731186,223.71926887130869,224.72051060945523,-0.32512,N93JC   ,False,False,False,,9144.0,9380.22,1641170549.745,1641170549.893
1641169930,ab5cac,40.69647216796875,-90.493408203125,108.73647437396497,34.59228868750995,0.0,N831GE  ,False,False,False,1172.0,5791.200000000001,5699.760000000001,1641169929.937,1641169929.937
